Ticket_ID,Age,Ticket_Price,Movie_Genre,Seat_Type,Number_of_Person,Purchase_Again,Cluster,Year
F9588,31,16.82,Sci-Fi,Standard,7,No,,2024.0
F3018,23,17.31,Comedy,VIP,2,No,,2022.0
F4303,53,19.37,Sci-Fi,VIP,4,Yes,,2023.0
F6715,54,16.67,Drama,VIP,7,Yes,,2021.0
F1322,22,18.03,Horror,VIP,6,No,,2021.0
F5710,27,12.8,Horror,VIP,7,No,,2020.0
F4025,56,11.85,Action,Premium,3,Yes,,2022.0
F3956,36,15.98,Horror,Premium,4,Yes,,2025.0
F1293,39,15.28,Horror,Standard,1,Yes,,2022.0
F9984,60,19.33,Action,VIP,6,No,,2022.0
F5470,20,12.09,Sci-Fi,VIP,1,No,,2022.0
F2788,57,21.07,Comedy,VIP,3,Yes,,2021.0
F4223,24,16.84,Horror,Premium,5,Yes,,2023.0
F9916,31,24.91,Comedy,Standard,4,No,,2025.0
F3412,44,21.36,Sci-Fi,Standard,4,No,,2020.0
F6330,45,24.37,Drama,Premium,6,No,,2021.0
F8162,35,17.9,Comedy,Standard,1,No,,2024.0
F8931,56,17.3,Action,Premium,3,Yes,,2023.0
F3213,53,24.29,Sci-Fi,VIP,6,No,,2021.0
F2652,21,20.8,Drama,VIP,6,Yes,,2022.0
F4157,23,22.04,Comedy,Standard,1,No,,2021.0
F4472,38,21.55,Drama,Premium,4,Yes,,2023.0
F6309,59,14.67,Comedy,VIP,1,No,,2020.0
F8423,55,13.23,Sci-Fi,Standard,6,No,,2021.0
F8285,29,10.86,Comedy,VIP,5,Yes,,2025.0
F2893,43,16.67,Horror,Standard,7,No,,2020.0
F6829,61,21.4,Sci-Fi,VIP,3,No,,2021.0
F3264,38,19.59,Horror,VIP,5,Yes,,2020.0
F3385,38,11.4,Horror,Standard,6,Yes,,2023.0
F5667,24,13.2,Comedy,Standard,2,No,,2022.0
F3153,31,21.3,Sci-Fi,VIP,4,Yes,,2024.0
F7172,25,21.41,Sci-Fi,Premium,1,No,,2021.0
F3128,58,18.75,Comedy,Premium,7,Yes,,2023.0
F3418,33,23.43,Drama,Standard,3,No,,2020.0
F2684,24,14.09,Comedy,Premium,1,Yes,,2022.0
F8247,58,18.71,Comedy,Premium,7,No,,2020.0
F5031,47,24.36,Comedy,Standard,2,Yes,,2022.0
F4789,55,12.71,Sci-Fi,VIP,5,Yes,,2025.0
F6055,25,17.88,Comedy,VIP,2,Yes,,2024.0
F5268,30,17.68,Comedy,Standard,5,Yes,,2024.0
F1184,52,18.14,Sci-Fi,Premium,6,No,,2021.0
F9641,58,12.97,Horror,Premium,3,Yes,,2023.0
F6337,55,17.29,Drama,Standard,7,Yes,,2024.0
F3125,50,17.35,Horror,VIP,4,Yes,,2023.0
F8893,23,21.86,Sci-Fi,Premium,7,Yes,,2025.0
F1335,31,18.67,Horror,Standard,3,No,,2023.0
F9425,51,18.0,Action,VIP,1,No,,2020.0
F5663,34,21.92,Comedy,VIP,2,No,,2020.0
F2827,37,10.52,Drama,VIP,7,No,,2020.0
F1750,31,20.78,Drama,Premium,4,No,,2023.0
F7999,29,11.95,Horror,VIP,6,No,,2021.0
F7399,51,13.08,Action,Premium,4,Yes,,2021.0
F3583,61,20.08,Drama,Standard,7,No,,2022.0
F1807,54,16.51,Horror,Premium,4,Yes,,2025.0
F4863,20,10.5,Horror,Standard,4,No,,2020.0
F5703,27,23.21,Horror,Premium,6,Yes,,2024.0
F5524,24,11.88,Action,Premium,5,Yes,,2023.0
F3058,46,22.37,Drama,Standard,5,Yes,,2021.0
F9524,19,22.27,Sci-Fi,VIP,4,Yes,,2022.0
F6977,29,20.33,Comedy,Premium,7,Yes,,2020.0
F3557,46,12.44,Horror,VIP,1,No,,2021.0
F2715,42,15.35,Drama,Premium,2,No,,2024.0
F1328,47,15.88,Horror,VIP,6,No,,2025.0
F5038,21,23.78,Comedy,Standard,5,No,,2020.0
F9787,33,22.51,Drama,Premium,3,No,,2024.0
F6894,33,10.71,Sci-Fi,Premium,4,Yes,,2022.0
F4445,21,10.14,Drama,Premium,3,No,,2020.0
F9646,37,18.12,Action,VIP,3,No,,2023.0
F8453,34,20.04,Sci-Fi,VIP,2,No,,2023.0
F6086,29,22.43,Action,VIP,4,No,,2024.0
F3676,33,12.37,Horror,Standard,2,Yes,,2024.0
F1016,54,22.27,Comedy,Premium,3,Yes,,2023.0
F8438,20,23.11,Comedy,VIP,1,Yes,,2025.0
F3581,46,21.9,Drama,Standard,1,No,,2023.0
F8780,30,19.13,Horror,Standard,2,No,,2023.0
F1850,37,24.72,Horror,Premium,5,No,,2020.0
F2431,51,13.96,Sci-Fi,Standard,1,Yes,,2020.0
F8509,62,11.08,Drama,Standard,4,Yes,,2024.0
F1937,54,10.71,Comedy,VIP,6,Yes,,2022.0
F4848,63,14.53,Action,Standard,2,Yes,,2025.0
F4857,19,17.13,Comedy,Standard,3,No,,2021.0
F3493,49,21.04,Action,Standard,4,Yes,,2020.0
F3585,37,19.81,Sci-Fi,Standard,3,No,,2022.0
F9367,44,13.49,Sci-Fi,Premium,1,Yes,,2020.0
F5525,63,24.71,Sci-Fi,Standard,1,Yes,,2025.0
F2218,36,10.48,Drama,VIP,5,No,,2023.0
F3779,50,19.39,Action,Standard,5,Yes,,2021.0
F1877,51,24.38,Sci-Fi,VIP,5,Yes,,2020.0
F3249,55,18.11,Horror,VIP,4,No,,2023.0
